Country,City,State,Postal Code,Region,DATE_VALID_STD,DOY_STD,MIN_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_AIR_2M_F,MAX_TEMPERATURE_AIR_2M_F,MIN_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,MAX_TEMPERATURE_WETBULB_2M_F,MIN_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,MAX_TEMPERATURE_DEWPOINT_2M_F,MIN_TEMPERATURE_FEELSLIKE_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,MAX_TEMPERATURE_FEELSLIKE_2M_F,MIN_TEMPERATURE_WINDCHILL_2M_F,AVG_TEMPERATURE_WINDCHILL_2M_F,MAX_TEMPERATURE_WINDCHILL_2M_F,MIN_TEMPERATURE_HEATINDEX_2M_F,AVG_TEMPERATURE_HEATINDEX_2M_F,MAX_TEMPERATURE_HEATINDEX_2M_F,MIN_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_RELATIVE_2M_PCT,MAX_HUMIDITY_RELATIVE_2M_PCT,MIN_HUMIDITY_SPECIFIC_2M_GPKG,AVG_HUMIDITY_SPECIFIC_2M_GPKG,MAX_HUMIDITY_SPECIFIC_2M_GPKG,MIN_PRESSURE_2M_MB,AVG_PRESSURE_2M_MB,MAX_PRESSURE_2M_MB,MIN_PRESSURE_TENDENCY_2M_MB,AVG_PRESSURE_TENDENCY_2M_MB,MAX_PRESSURE_TENDENCY_2M_MB,MIN_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,MAX_PRESSURE_MEAN_SEA_LEVEL_MB,MIN_WIND_SPEED_10M_MPH,AVG_WIND_SPEED_10M_MPH,MAX_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,MIN_WIND_SPEED_80M_MPH,AVG_WIND_SPEED_80M_MPH,MAX_WIND_SPEED_80M_MPH,AVG_WIND_DIRECTION_80M_DEG,MIN_WIND_SPEED_100M_MPH,AVG_WIND_SPEED_100M_MPH,MAX_WIND_SPEED_100M_MPH,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,TOT_SNOWDEPTH_IN,MIN_CLOUD_COVER_TOT_PCT,AVG_CLOUD_COVER_TOT_PCT,MAX_CLOUD_COVER_TOT_PCT,MIN_RADIATION_SOLAR_TOTAL_WPM2,AVG_RADIATION_SOLAR_TOTAL_WPM2,MAX_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2
United States,Los Angeles,California,90004,West,12-03-2022,71,72.1,79,87.5,70.6,73,75.2,68.8,70.4,71.9,72.1,82.3,92.7,72.1,79,87.5,72.1,82.3,92.7,55,76,94,15.2,16.1,16.9,998.6,1000.88,1002.66,-0.6,0.1,1,1010.73,1012.7,1014.56,1.3,4.8,7.3,291,2.1,6.2,9.4,281,2.2,6.5,9.9,279,0.07,0,0,16,51,99,0,279.8,956.9,6716.3
United States,Richmond,Kentucky,40475,South,19-02-2022,50,67,74.3,84.5,66.3,70.8,75.5,66,69.3,71.9,67,76.2,90.5,67,74.3,84.5,67,76.2,90.5,64,85,97,13.7,15.4,17,998.37,999.89,1002.26,-0.8,0.1,0.8,1009.79,1011.43,1014.02,0.9,3.5,6.3,87,1.4,4.4,7.7,83,1.5,4.5,8.1,83,0.04,0,0,82,95,100,0,267.1,934.8,6409.9
United States,Los Angeles,California,90045,West,11-02-2022,42,67.4,73.7,81.9,66.9,70.9,75.3,66.6,69.7,73.6,67.4,75.5,86.8,67.4,73.7,81.9,67.4,75.5,86.8,69,88,98,14,15.6,17.9,1000.64,1001.82,1003.13,-0.5,0,0.8,1012.05,1013.33,1014.71,0.4,3,6.1,165,0.5,3.8,7.1,159,0.6,4,7.3,157,0.18,0,0,64,94,100,0,269.6,949.5,6470.4
United States,Los Angeles,California,90045,West,14-03-2022,73,70.6,79.5,94.1,70,73.4,78.4,69.5,70.9,73,70.6,82.9,103.2,70.6,79.5,94.1,70.6,82.9,103.2,48,78,98,15.6,16.4,17.6,997.55,999.67,1001.39,-0.8,-0.1,0.6,1009.58,1011.51,1013.14,0.6,3,5.3,322,1.2,3.7,6.1,27,1.4,3.8,6.3,34,0.04,0,0,12,37,100,0,293.3,968.7,7038.1
United States,Louisville,Colorado,80027,West,22-02-2022,53,71.4,78.4,87.8,70.7,74.3,78.3,70.3,72.7,76.8,71.4,82.2,96,71.4,78.4,87.8,71.4,82.2,96,62,84,98,15.9,17.3,19.9,1000.27,1002.2,1003.71,-0.8,-0.1,0.7,1012.36,1014.07,1015.39,1.2,3.3,5.9,25,1.6,3.8,6.6,18,1.7,3.9,6.9,17,0.08,0,0,5,57,100,0,318.8,1018.4,7650.3
United States,Lawrence,Massachusetts,1841,East,16-02-2022,47,68.5,75,82.8,67.8,71.7,75.5,67.5,70.4,73.4,68.5,77.2,87.8,68.5,75,82.8,68.5,77.2,87.8,67,86,98,14.4,16,17.7,1002.26,1003.44,1004.63,-0.9,0,0.7,1013.79,1014.97,1016.13,1.4,3.8,7,197,1.9,4.7,8.1,199,2,4.9,8.3,199,0.09,0,0,8,39,100,0,329.8,1039.4,7916.6
United States,Lawrence,Massachusetts,1841,East,10-02-2022,41,68.2,72,77.2,67.4,69.6,71.8,66.9,68.5,69.9,68.2,73,80.6,68.2,72,77.2,68.2,73,80.6,75,89,97,14.1,15,15.8,1000.67,1001.83,1003.15,-0.7,0,0.8,1012.02,1013.26,1014.71,1.3,3.1,5.5,158,1.5,3.9,6.5,147,1.6,4,6.6,146,0.04,0,0,94,98,100,0,117.1,454.6,2809.7
United States,Jackson,Mississippi,39212,South,25-12-2021,359,59.4,69.7,78.6,58.8,65.1,69.5,58.4,62.6,66.5,59.4,70.5,80.9,59.4,69.7,78.6,59.4,70.5,80.9,58,80,97,10.5,12.2,14,1000.47,1001.4,1002.58,-0.5,0,0.8,1011.92,1012.84,1013.93,0.3,4,8.6,128,0.5,4.9,9.6,124,0.6,5.1,9.8,124,0,0,0,1,34,73,0,306.8,1037.6,7363.3
United States,Canton,Michigan,48187,Central,05-04-2022,95,72.1,77,84.7,70.4,73.7,76.9,69.7,72.4,75.1,72.1,80,91.8,72.1,77,84.7,72.1,80,91.8,68,86,98,15.6,17.1,18.8,1000.86,1002.89,1005.07,-0.8,0.1,1.1,1012.8,1014.42,1016.38,3.1,5,7,262,4,7,9.2,255,4.2,7.3,9.6,254,0.23,0,0,0,25,72,0,253.6,862.7,6086.7
United States,Canton,Michigan,48187,Central,18-03-2022,77,72.8,82.7,96,69.8,73.5,77.7,66.2,69.5,72.8,72.8,86.6,103.3,72.8,82.7,96,72.8,86.6,103.3,40,67,89,14.2,15.6,17.4,1000.16,1001.83,1003.99,-1.2,-0.1,0.8,1012.31,1013.97,1015.91,1.5,5,6.8,43,2.3,6.7,8.6,42,2.5,7.1,9,41,0,0,0,2,38,100,0,290.2,954,6963.8
United States,New Rochelle,New York,10801,East,20-04-2022,110,61.1,69.2,80.8,60.5,65.3,70.7,60.1,63.4,66.4,61.1,70,83.3,61.1,69.2,80.8,61.1,70,83.3,59,83,97,11.1,12.5,13.9,1004.25,1005.75,1007.42,-0.9,0,1.3,1016.03,1017.26,1018.91,0.5,3.6,6.6,265,1.2,4.7,8.2,226,1.2,4.8,8.3,208,0,0,0,0,1,2,0,238.4,826.9,5720.2
United States,San Antonio,Texas,78207,Central,21-04-2022,111,64.2,71.2,83,63.6,67.7,72.7,63.3,66.1,68.4,64.2,72,86.4,64.2,71.2,83,64.2,72,86.4,60,85,98,12.4,13.8,14.9,1000.62,1003.13,1006.16,-1.4,-0.2,0.9,1011.99,1014.58,1017.42,0.7,3.7,6.2,3,1.1,4.5,7,348,1.1,4.6,7,351,0,0,0,1,51,100,0,210.4,817.7,5050.5
United States,Gastonia,North Carolina,28052,South,07-05-2022,127,61.9,68.5,76.3,60.9,64.9,69.2,59.9,62.9,66.3,61.9,69.1,79.1,61.9,68.5,76.3,61.9,69.1,79.1,68,83,95,10.9,12.3,13.8,1009.36,1010.29,1012.04,-0.9,0,0.8,1020.52,1021.68,1023.39,2.2,4.4,6.5,251,4.3,6.6,8.6,240,4.4,6.7,8.7,239,0,0,0,2,31,94,0,201.9,750.9,4846.3
United States,Gastonia,North Carolina,28052,South,08-05-2022,128,60.8,68.1,78.1,60.3,65.1,70.2,60,63.6,67.1,60.8,68.8,80.8,60.8,68.1,78.1,60.8,68.8,80.8,66,86,99,11,12.5,14.2,1007.94,1009.65,1011.42,-0.9,0,0.9,1019.5,1021.2,1022.92,1.3,3.2,6,136,1,4.3,7.4,129,0.9,4.4,7.5,129,0,0,0,5,31,60,0,181.5,669.1,4357.6
United States,Gastonia,North Carolina,28052,South,12-05-2022,132,63.6,69.8,75,63,67.4,70.4,62.7,66.3,68.7,63.6,69.9,75.9,63.6,69.8,75,63.6,69.9,75.9,78,89,97,12.1,13.9,15,1001.4,1003.92,1006.47,-0.6,0.2,0.8,1012.86,1015.08,1017.77,2.4,4.9,7.8,239,4.6,7.4,10.6,235,4.7,7.8,10.8,234,0.13,0,0,3,35,96,0,199.3,725.2,4782.6
United States,Gastonia,North Carolina,28052,South,23-05-2022,143,59.2,66.6,78.6,56.8,61.2,67,55.2,57.9,61.9,58.5,66.8,80,58.5,66.4,78.6,59.2,67,80,52,75,88,9.2,10.2,11.9,1008.05,1009.84,1011.04,-0.8,0,0.7,1019.68,1021.44,1022.63,2.5,5.4,7.1,17,4.8,8.6,11,28,4.9,8.8,11.3,29,0,0,0,0,2,5,0,197.3,716.7,4734.8
United States,Lowell,Massachusetts,1852,East,28-05-2022,148,63.3,71.3,82.2,60.2,63.9,70.1,57.2,59.6,65.3,63.3,71.7,83,63.3,71.3,82.2,63.3,71.7,83,45,68,87,10,11,13.5,1002.68,1005.41,1007.46,-1,-0.1,0.7,1014.57,1017.27,1019.36,2.3,6.1,8.1,356,3.7,9,11.8,359,4,9.3,12.1,359,0,0,0,29,85,100,0,164.5,646.9,3949.8
United States,Jacksonville,Florida,32216,South,02-06-2022,153,68.2,72.9,87.2,65.6,68.3,73.3,63.9,66,67.9,68.2,73.7,90.8,68.2,72.9,87.2,68.2,73.7,90.8,51,81,94,12.7,13.8,14.7,1001.07,1002.82,1006.22,-0.6,0.1,1.2,1012.92,1014.39,1017.39,2.6,5.4,9.5,276,3.7,7.2,11.3,273,4,7.5,11.8,274,0.01,0,0,37,70,100,0,176.2,668.6,4229.1
United States,Jacksonville,Florida,32216,South,25-05-2022,145,61.2,69,80.4,59.3,63.3,68.7,57.9,59.9,63.8,61.2,69.5,81.7,61.2,69,80.4,61.2,69.5,81.7,51,74,89,10.2,11,12.7,1010.29,1012.32,1014.69,-1.1,0,0.7,1022.16,1024.06,1026.22,3.1,5.2,6.4,19,6.3,9,11.3,32,6.8,9.3,11.7,32,0,0,0,0,2,4,0,191.6,700.4,4598.6
United States,Chicago,Illinois,60623,Central,11-05-2022,131,61.9,70.7,83.1,61.3,65.3,71.3,59.7,62.5,66.8,61.9,71.2,84.7,61.9,70.7,83.1,61.9,71.2,84.7,51,77,96,11,12.1,14.2,999.71,1002.29,1005.09,-1,-0.2,0.5,1011.44,1014.06,1016.7,1.5,4.1,6.7,359,2.2,5.1,8.1,4,2.3,5.3,8.4,4,0.01,0,0,0,30,94,0,200.3,750.7,4806.5
United States,Chicago,Illinois,60623,Central,23-06-2022,174,63.4,71.8,85.6,59.5,63.5,70,54.4,58.4,63.5,63.4,72,85.8,63.4,71.8,85.6,63.4,72,85.8,39,64,89,9.1,10.5,12.6,1004.18,1005.54,1007.5,-0.7,0.1,1,1016.24,1017.42,1019.25,2.2,5.5,7.8,3,3.7,7.7,10.7,6,3.8,7.9,11,5,0,0,0,0,1,10,0,183.9,676.8,4413.1
United States,Houston,Texas,77070,Central,28-06-2022,179,55.1,64.4,77.1,53.9,59.9,66.9,53,57,62.6,52.8,64.2,79,52.8,63.9,77.1,55.1,64.7,79,55,78,93,8.5,10,12.2,1005.19,1007.28,1009.08,-1.1,-0.1,0.6,1016.97,1019.08,1020.91,1.7,5.6,8.6,5,3.5,8.1,11,16,3.6,8.3,11.2,16,0,0,0,0,26,82,0,182.1,673.7,4370.4
United States,New York City,New York,10024,East,15-07-2022,196,64.6,73.3,85,61.5,65.6,70.4,59.3,61.3,63.6,64.6,74,86.2,64.6,73.3,85,64.6,74,86.2,45,68,87,10.7,11.7,12.8,1001.55,1004.78,1007.46,-1.3,-0.1,0.7,1013.64,1016.76,1019.44,4.8,7,8.5,12,6.8,10.5,12.5,17,7.3,10.9,12.9,17,0,0,0,7,32,61,0,186.7,686.2,4482.2
United States,Detroit,Michigan,48227,Central,05-07-2022,186,64,71.4,83.8,59.7,63.9,70.1,56.2,59.5,64.6,64,71.7,84.8,64,71.4,83.8,64,71.7,84.8,44,68,92,9.6,10.9,13.1,1005.01,1007.59,1009.43,-1.1,0,0.7,1016.89,1019.6,1021.5,2.8,6.7,9.4,2,4.9,9.9,13.7,6,5,10.2,14.2,6,0,0,0,0,0,1,0,188.2,691,4517.3
United States,Detroit,Michigan,48227,Central,31-07-2022,212,57.4,65.7,76,55.8,60.3,64.5,54.6,56.9,58.7,57.4,66,77.7,57.4,65.7,76,57.4,66,77.7,52,75,94,9,9.9,10.5,1006.82,1008.66,1010.79,-0.9,0,0.8,1018.21,1020.11,1022.09,0.7,3.5,6.8,111,0.8,5.5,9.4,101,0.8,5.6,9.7,100,0,0,0,0,39,89,0,182,732.3,4368.5
United States,Detroit,Michigan,48227,Central,26-06-2022,177,60.8,65,68.6,59.3,62.8,65.7,58.4,61.5,65.3,60.8,65,68.6,60.8,65,68.6,60.8,65,68.6,77,88,96,10.3,11.6,13.2,1008.83,1010.67,1012.73,-0.6,0.1,0.8,1020.33,1022.03,1024.03,3.2,4.8,7.4,138,5.3,7.8,11.7,138,5.5,8,12.1,138,0.29,0,0,85,98,100,0,93.2,510,2236.2
United States,Detroit,Michigan,48227,Central,30-06-2022,181,59.1,67.1,74.5,58.1,63.5,66.7,57.4,61.4,65,59.1,67.1,74.5,59.1,67.1,74.5,59.1,67.1,74.5,64,83,95,10,11.6,13.1,1005.29,1007.56,1008.97,-1,0.1,0.8,1016.52,1018.78,1020.3,2.3,4.7,7.1,205,4.1,7.4,12.3,204,4.3,7.6,12.7,204,0.02,0,0,1,42,100,0,158.9,667.5,3813.5
United States,Detroit,Michigan,48227,Central,06-08-2022,218,65.1,67.1,68.9,62.6,64.1,65.3,61.2,62.4,63.5,65.1,67.1,68.9,65.1,67.1,68.9,65.1,67.1,68.9,81,85,90,11.5,12,12.5,1005.84,1007.31,1009.44,-1.1,-0.1,0.7,1016.99,1018.68,1020.8,2,3.7,5.5,143,3.6,6.4,10.2,132,3.7,6.5,10.5,132,0,0,0,77,95,100,0,34.2,135.1,820
United States,Detroit,Michigan,48227,Central,17-08-2022,229,67.5,75.7,90.9,61.7,66.2,72.1,56.8,60.8,64.3,67.5,76.1,91.8,67.5,75.7,90.9,67.5,76.1,91.8,34,63,86,9.9,11.5,12.9,1000.6,1002.63,1004.47,-1,0.1,1,1012.85,1014.64,1016.18,2.4,5.6,9,355,2.7,7.3,11.8,360,2.8,7.6,12.4,1,0,0,0,0,2,17,0,230.9,804.6,5542.4
United States,Columbus,Indiana,47201,Central,19-01-2022,19,72.5,80,93.5,71.1,75.6,81.5,70.5,74,77.7,73.3,86,108.8,72.5,80,93.5,73.3,86,108.8,60,83,95,16,18.2,20.6,1003.02,1004.1,1005.22,-0.5,0,0.6,1015.15,1016.16,1017.25,2.2,4,5.4,73,3.9,6.4,9.4,67,4.1,6.7,9.7,67,0.19,0,0,0,16,100,0,348.3,1059.6,8359
United States,Auburn,New York,13021,East,29-09-2022,272,62.1,64.5,66.1,60.7,63.3,64.7,59.8,62.6,64.2,62.1,64.5,66.1,62.1,64.5,66.1,62.1,64.5,66.1,91,93,95,10.9,12,12.8,1007.4,1009.37,1011.06,-0.6,0.1,0.8,1018.26,1020.5,1022.37,3.7,5.4,7.7,153,6.7,9.3,12.1,150,6.9,9.6,12.4,149,0.35,0,0,99,100,100,0,20.6,84.3,492.5
United States,Auburn,New York,13021,East,02-10-2022,275,63.6,69.3,77.4,62.8,65.9,69,62.3,64.1,66.6,63.6,69.9,79.9,63.6,69.3,77.4,63.6,69.9,79.9,65,85,97,12,12.8,13.9,1004.79,1006.01,1007.64,-0.6,0,0.8,1015.82,1017.2,1018.95,2.3,4.3,8.3,218,3.7,6.1,9.9,226,3.8,6.2,10,226,0,0,0,9,40,82,0,257.3,842.7,6176.2
United States,Auburn,New York,13021,East,10-09-2022,253,68.5,77.8,99.8,62.4,67.6,72.9,53.3,61,68.8,68.5,78.3,99.8,68.5,77.8,99.8,68.5,78.3,99.8,22,61,95,8.9,11.8,15.1,1001.08,1003.26,1007.77,-0.8,0.2,1.2,1012.17,1014.63,1018.46,4.7,8.5,13.5,285,6.1,11.9,16.1,275,6.4,12.4,16.6,276,0.07,0,0,4,38,100,0,248.6,889.3,5966.9
United States,Auburn,New York,13021,East,09-03-2022,68,70.7,80.2,90.8,67.5,72,75.3,65.9,68.2,70.7,70.7,83.1,95.7,70.7,80.2,90.8,70.7,83.1,95.7,46,68,85,13.7,14.9,16.3,1000.26,1001.88,1003.91,-0.8,0,0.8,1012.53,1013.96,1015.81,2.5,5.4,7.3,56,3.6,7.5,10.5,55,3.8,8,11.4,54,0.02,0,0,25,76,100,0,305.5,992,7332.3
United States,Auburn,New York,13021,East,06-01-2022,6,72.8,77.7,86.2,72.2,75.4,80.7,72,74.6,79.1,72.8,82.2,98.8,72.8,77.7,86.2,72.8,82.2,98.8,77,90,97,16.9,18.6,21.7,993.84,995.28,997.12,-0.6,0.1,1.3,1005.78,1006.82,1008.25,1.1,4.3,5.9,253,1.5,6,8.8,261,1.5,6.4,9.5,263,0.6,0,0,85,98,100,0,314.9,1025.1,7559.1
United States,Auburn,New York,13021,East,03-01-2022,3,72.8,77.5,85.5,72.2,75.6,80.3,72,75,79.4,72.8,82,96.2,72.8,77.5,85.5,72.8,82,96.2,73,92,99,16.8,18.8,21.7,995.92,998.35,1000.49,-1,-0.1,1,1008.07,1010.29,1012.25,1.4,4.4,7.6,35,2,6.3,10.6,31,2.1,6.8,11.2,30,1.48,0,0,98,100,100,0,169.8,706.2,4076.4
United States,Akron,Ohio,44312,East,26-12-2021,360,63.6,74.7,86.7,62.1,68,73.4,61,64.6,67.9,63.6,76,90.5,63.6,74.7,86.7,63.6,76,90.5,50,73,92,11.5,13.2,14.9,997.22,999.78,1001.81,-0.9,-0.1,1,1009.5,1011.71,1013.45,2.4,4.9,7.7,59,3.6,6.7,10,57,3.8,7.1,10.6,56,0.03,0,0,0,1,12,0,360.6,1074.1,8655.7
United States,Akron,Ohio,44312,East,09-02-2022,40,67.2,71.2,79.8,65.5,68.6,71.9,64.6,67.4,69.7,67.2,71.8,83.1,67.2,71.2,79.8,67.2,71.8,83.1,68,88,97,13,14.4,15.6,1000.56,1001.81,1003.06,-0.7,0,0.7,1011.94,1013.35,1014.45,1.2,3.6,5.1,281,1.4,4.5,6.3,262,1.4,4.7,6.5,258,0.18,0,0,93,99,100,0,139.8,855.7,3355.6
United States,Norman,Oklahoma,73071,Central,26-02-2022,57,69,77.9,89,68.1,72.4,76.4,67.5,70.1,72.7,69,80.9,95.5,69,77.9,89,69,80.9,95.5,52,79,96,14.4,15.8,17.4,1001.95,1003.98,1005.65,-0.6,-0.1,0.7,1013.92,1015.89,1017.6,2.3,4.3,7,73,3.4,6.3,9.1,65,3.7,6.6,9.4,65,0,0,0,19,53,96,0,314.6,1017.2,7549.2
United States,Concord,California,94521,West,17-02-2022,48,68.2,75.8,85.3,67.2,71.3,74.5,66.6,69.3,72.8,68.2,77.7,90.2,68.2,75.8,85.3,68.2,77.7,90.2,58,82,98,14,15.5,17.3,997.45,1000.51,1002.93,-1.1,-0.1,2.1,1010.4,1012.3,1014.62,2.1,5.4,9.9,103,2.9,7.4,13.2,95,3,7.8,13.9,93,2.74,0,0,0,47,100,0,321.5,1033.1,7717
United States,Decatur,Illinois,62521,Central,11-03-2022,70,72.7,81.7,95.2,69.3,73.6,78.1,67.8,70.1,73.6,72.7,86,103.8,72.7,81.7,95.2,72.7,86,103.8,45,70,86,14.6,16,18.1,997.3,999.47,1001.45,-1,-0.1,0.6,1009.3,1011.57,1013.37,0.6,5.4,8,2,1.1,7.4,10.7,3,1.3,7.8,11.4,3,0.08,0,0,0,34,100,0,298.9,974.5,7174.2
United States,Decatur,Illinois,62521,Central,29-01-2022,29,71.2,77.1,88.1,70.9,74.4,78.4,70.7,73.4,75.7,71.2,80.7,97.8,71.2,77.1,88.1,71.2,80.7,97.8,65,89,98,16.2,17.8,19.3,995.85,997.59,1000.01,-0.7,0.1,1.2,1007.91,1009.26,1011.83,1.1,3.2,5.4,105,1.3,4,6.1,78,1.3,4.2,6.2,74,0.31,0,0,81,98,100,0,214.5,880.2,5147.5
United States,Seattle,Washington,98115,West,03-04-2022,93,68.4,74.2,81.6,68,72.2,75.3,67.9,71.4,73.6,68.4,75.7,86.5,68.4,74.2,81.6,68.4,75.7,86.5,72,91,98,14.5,16.5,17.8,1004.67,1005.98,1007.98,-1.1,0,0.9,1016.11,1017.53,1019.39,1.6,4,6.9,123,2.7,6.6,9.9,112,2.9,6.8,10.2,112,1.31,0,0,1,58,100,0,184.6,845.8,4429.5
United States,Seattle,Washington,98115,West,08-04-2022,98,66,74.5,84.7,65.5,70.5,74.9,65.2,68.8,72.5,66,76.3,89.9,66,74.5,84.7,66,76.3,89.9,61,84,98,13.3,15.2,17.2,1000.76,1002.96,1005.16,-1.1,-0.1,0.7,1012.78,1014.83,1016.96,2.2,3.8,6,56,3.3,5.4,7.7,57,3.6,5.7,7.9,57,0.08,0,0,1,17,100,0,253.6,863.9,6087.2
United States,Seattle,Washington,98115,West,27-03-2022,86,69.8,78.3,89,69.4,73.9,77.6,69.2,72.1,74.2,69.8,81.8,97.5,69.8,78.3,89,69.8,81.8,97.5,60,83,98,15.2,17,18.3,999.68,1001.86,1005.44,-0.7,0.2,1.2,1011.44,1013.51,1016.87,0.5,3.5,5.5,99,1.9,4.5,7.1,92,2,4.6,7.4,90,0.24,0,0,8,47,100,0,270.1,902.2,6483.6
United States,Phoenix,Arizona,85023,West,25-04-2022,115,68.2,74.1,81.4,66.3,68.9,71.8,65.3,66.3,68.1,68.2,75.3,84,68.2,74.1,81.4,68.2,75.3,84,60,78,92,13.3,13.8,14.8,1005.26,1007.56,1009.4,-1,-0.1,0.5,1016.97,1019.37,1021.11,4,5.5,8.2,93,7.5,9.4,12.1,82,7.7,9.6,12.4,82,0,0,0,1,31,100,0,223.3,803,5359.2
United States,Phoenix,Arizona,85023,West,05-05-2022,125,63.8,72.3,81.3,63,66.9,69.6,60.7,64.1,68.1,63.8,72.8,82.5,63.8,72.3,81.3,63.8,72.8,82.5,50,77,96,11.4,12.9,14.8,999.95,1003.58,1008.18,-0.7,0.3,1.1,1012.03,1015.15,1019.45,0.9,4.9,8.6,260,2.6,8,14.3,251,2.8,8.3,14.7,251,0,0,0,1,36,96,0,181.2,747,4348.7
United States,Phoenix,Arizona,85023,West,15-01-2022,15,70.2,78.2,88.1,69.9,74.8,80.4,69.7,73.5,77.8,70.2,82.5,100.7,70.2,78.2,88.1,70.2,82.5,100.7,68,87,98,15.5,17.7,20.6,1004.04,1005.71,1007.05,-0.6,-0.1,0.4,1015.88,1017.45,1018.65,0.8,3.6,5.8,94,0.7,5.2,9.3,74,0.8,5.3,9.7,74,0.28,0,0,89,97,100,0,285.1,1012.1,6841.7
United States,Phoenix,Arizona,85023,West,27-05-2022,147,62.3,70.4,82.3,59.9,63.6,69.2,56.7,59.6,63.4,62.3,70.8,83.6,62.3,70.4,82.3,62.3,70.8,83.6,50,70,87,9.8,10.9,12.6,1006.41,1008.63,1010.98,-1,-0.1,0.6,1018.5,1020.52,1022.72,2.4,5.5,7.1,9,5,9,11.6,19,5.2,9.3,11.9,19,0,0,0,0,40,96,0,187.5,688.9,4500.6
United States,Phoenix,Arizona,85023,West,05-06-2022,156,58.2,66.3,73.9,56.8,61.5,65.2,55.8,58.6,61.3,58.2,66.2,73.9,58.2,66.2,73.9,58.2,66.3,73.9,59,78,93,9.4,10.5,11.6,1007.4,1009.75,1011.65,-1.1,-0.1,0.5,1019.15,1021.31,1023.07,2.2,5.6,7.8,71,4.6,9.5,13.9,70,4.8,9.7,14.2,70,0,0,0,5,72,100,0,141.9,663.3,3406.3
United States,Park Ridge,Illinois,60068,Central,31-05-2022,151,62.6,70.6,80.4,60.5,66,69.2,58.9,63.5,67.4,62.6,71.1,81.9,62.6,70.6,80.4,62.6,71.1,81.9,54,80,95,10.6,12.6,14.4,1001.56,1003.38,1005.57,-0.7,0.1,0.8,1013.11,1014.86,1017.17,1.8,4.1,6.7,271,2.5,5.4,9.9,268,2.7,5.6,10.3,267,0,0,0,4,63,100,0,136,659.8,3262.8
United States,Amarillo,Texas,79109,Central,19-06-2022,170,62.3,65.1,66.1,61.2,63.8,64.7,60.6,63.1,64.1,62.3,65.1,66.1,62.3,65.1,66.1,62.3,65.1,66.1,91,94,96,11.2,12.3,12.7,1009.37,1010.75,1012.38,-0.7,0,1,1020.82,1022.25,1023.71,3.1,4.3,5.5,120,5.6,7.9,10.6,111,5.7,8.1,10.9,111,0.2,0,0,71,97,100,0,17.2,69.6,412.6
United States,Chicago,Illinois,60610,Central,14-06-2022,165,62.5,64.1,66.4,61.2,62.5,64.3,60,61.6,63.2,62.5,64.1,66.4,62.5,64.1,66.4,62.5,64.1,66.4,88,92,95,10.9,11.6,12.3,1009.49,1011.07,1012.44,-1.3,0,0.8,1020.85,1022.46,1023.63,1.6,2.8,4.9,263,1,4.4,7.8,222,1.1,4.6,8.1,219,0.12,0,0,77,96,100,0,26.8,115.4,642.5
United States,Lindenhurst,New York,11757,East,18-06-2022,169,64,69.5,81.9,55.7,62.5,66.6,48.7,57.6,65.9,64,69.6,82,64,69.5,81.9,64,69.6,82,40,69,95,7.4,10.4,13.6,999.43,1004.52,1010.42,-0.3,0.4,0.9,1011.64,1016.09,1021.73,2.7,7.2,10.6,273,3.5,10.4,15.8,244,3.7,10.8,16.2,245,0.21,0,0,0,29,100,0,176.3,659,4230
United States,San Francisco,California,94110,West,13-06-2022,164,60,63.6,69,54.6,58.5,61.7,50.1,54.8,60.9,59.4,63.5,69,59.4,63.5,69,60,63.6,69,62,74,94,7.7,9.2,11.3,1007.59,1010.1,1011.61,-1.1,0.1,0.8,1018.78,1021.19,1023.25,4.7,7.2,9,261,7.8,12.7,14.6,251,8.1,13,15,250,0.03,0,0,5,73,100,0,86,345.2,2062.7
United States,San Francisco,California,94110,West,25-07-2022,206,62.8,70.7,85.4,60.2,64.6,70.5,58.5,61.2,64.1,62.8,71.2,86.9,62.8,70.7,85.4,62.8,71.2,86.9,47,74,93,10.4,11.6,12.8,1006.9,1008.65,1010.33,-0.7,0,0.5,1018.49,1020.48,1021.91,1.3,4.5,6.5,39,3.5,7.3,9.5,49,3.5,7.4,9.6,49,0,0,0,19,45,57,0,197.2,718.2,4732.6
United States,San Francisco,California,94110,West,16-07-2022,197,66.1,75.4,87.4,62.5,66.6,71.8,59.2,61.8,64.9,66.1,76.3,89.1,66.1,75.4,87.4,66.1,76.3,89.1,43,64,82,10.8,11.9,13.4,1000.03,1002.8,1004.28,-0.9,0,0.9,1012.08,1014.9,1016.4,4.5,7.2,9.2,5,6.4,9.7,12.6,5,6.9,10.2,13.1,5,0,0,0,62,86,100,0,187,684.8,4487.4
